protein	count_glycosylation	N-linked (GlcNAc...) asparagine	O-linked (GalNAc...) threonine	N-linked (GlcNAc...) (complex) asparagine	O-linked (GalNAc...) serine	O-linked (GlcNAc) serine	C-linked (Man) tryptophan	N-linked (Glc) (glycation) lysine	O-linked (Gal...) hydroxylysine	O-linked (GlcNAc) threonine	O-linked (Xyl...) (glycosaminoglycan) serine	O-linked (Fuc...) threonine	O-linked (Xyl...) (chondroitin sulfate) serine	O-linked (Glc...) serine	O-linked (Xyl...) (heparan sulfate) serine	N-linked (GlcNAc...)	N-linked (GlcNAc...) (high mannose) asparagine	O-linked (Fuc...) serine	O-linked (HexNAc...) threonine	N-linked (GlcNAc...) (keratan sulfate) asparagine	N-linked (GlcNAc...) (polylactosaminoglycan) asparagine
O00533	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UI40	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HC58	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14594	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07196	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P07197	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Q15223	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z3B1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01185	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P26715	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HB89	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P26718	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9ULB1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P2S2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HDB5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95502	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00476	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q06495	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20783	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13606	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NHB8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NMS3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NET4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGL0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGP3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGP6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGP4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGL2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGC5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NF89	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGQ6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGQ5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH87	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O76002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZK4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15622	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NHB1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NG81	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86WC4	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10451	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51575	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXG6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34982	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NHA8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30953	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00398	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05120	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P09466	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TAB3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96NT5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5H5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5I0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P2E7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14917	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5G7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5G8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5G5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UHG2	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29122	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UW60	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34995	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05164	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17858	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q01813	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NFF2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TB73	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HB63	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NC67	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92859	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P80188	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08473	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95897	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96S42	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6P499	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P48146	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P48145	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15155	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49279	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30989	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q93070	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H3R1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P52848	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92832	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14543	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6P988	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H841	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NFZ4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HBY0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5X5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZQ6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86YC3	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14786	6	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Q96CW9	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34130	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGR9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0DN77	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0DN78	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGZ4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGG3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96RB7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WZ94	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH69	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UX06	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGX9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96P68	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TDS5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NFC9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NH03	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGV0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGE9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGQ1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13674	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P58170	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6GTS8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15496	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H244	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00254	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5F7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UN72	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6V1P9	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NPG4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N6Y1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N807	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P43088	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0DP01	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N6P7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00219	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01743	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14773	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01824	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0DP06	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0DP08	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01876	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01859	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01860	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01861	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0DOX8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16871	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UW32	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01871	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6ZMJ4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05113	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NI17	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13232	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0C7L1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TDS7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBG0	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96KJ4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21757	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96QE2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKJ0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q01453	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14923	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P07225	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7EML9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7RTY5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6PEW0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14818	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23942	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01833	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BX97	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13018	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60568	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6P1J6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14495	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43157	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N131	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15063	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15165	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P62937	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15309	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P37231	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Q86SH4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N271	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N3Z0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43490	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IYP2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96S52	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TEQ8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXB8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P43119	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N7P1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UQ28	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75051	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z5L7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11117	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23284	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05187	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51888	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01236	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P27918	19	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
P60900	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5H8A4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43692	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P40967	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96AD5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96GM1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07738	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKY4	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HBU9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HBV1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q04118	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49683	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKY0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02810	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWY2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P24158	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NIE9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NHP8	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6P4A8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q8IYJ0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86WI1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13563	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NAT1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00747	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6ZV29	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51805	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TBJ4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86XR5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UMR5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10619	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04280	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04156	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P28066	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z442	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IUK5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q02809	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00469	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43688	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15031	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6PEZ8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P27169	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5R3F8	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7RTY9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04070	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95084	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12273	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q53H76	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IV08	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NP80	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60486	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00592	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TEM1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6A1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15166	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16471	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z6L0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BQR3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16651	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92561	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q504Y2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NTG1	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6T4P5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5K4E3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NE79	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13686	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99935	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22891	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q7RTY3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8MTI9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08F94	64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UIW2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55058	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q04941	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NST1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y4D7	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HCM2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9ULL4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05186	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02812	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10163	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13727	6	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q92954	103	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5FWE3	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWB4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2VWP7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z5A4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1B0GVH4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKJ1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P0L9	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
