Entry	Entry name	Status	Protein names	Organism	Length	Gene names  (primary )	Glycosylation
Q15262	PTPRK_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)	Homo sapiens (Human)	1439	PTPRK	CARBOHYD 101 101 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 140 140 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 211 211 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 416 416 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:19349973}.; CARBOHYD 424 424 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 436 436 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 462 462 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 552 552 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 586 586 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 590 590 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 607 607 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 690 690 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q15269	PWP2_HUMAN	reviewed	Periodic tryptophan protein 2 homolog	Homo sapiens (Human)	919	PWP2	
Q15287	RNPS1_HUMAN	reviewed	RNA-binding protein with serine-rich domain 1 (SR-related protein LDC2)	Homo sapiens (Human)	305	RNPS1	
Q15293	RCN1_HUMAN	reviewed	Reticulocalbin-1	Homo sapiens (Human)	331	RCN1	CARBOHYD 53 53 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.
Q15334	L2GL1_HUMAN	reviewed	Lethal(2) giant larvae protein homolog 1 (LLGL) (DLG4) (Hugl-1) (Human homolog to the D-lgl gene protein)	Homo sapiens (Human)	1064	LLGL1	
Q15365	PCBP1_HUMAN	reviewed	Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1) (hnRNP E1) (Nucleic acid-binding protein SUB2.3)	Homo sapiens (Human)	356	PCBP1	
Q15366	PCBP2_HUMAN	reviewed	Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2) (hnRNP E2)	Homo sapiens (Human)	365	PCBP2	
Q15393	SF3B3_HUMAN	reviewed	Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)	Homo sapiens (Human)	1217	SF3B3	
Q15417	CNN3_HUMAN	reviewed	Calponin-3 (Calponin, acidic isoform)	Homo sapiens (Human)	329	CNN3	
Q15424	SAFB1_HUMAN	reviewed	Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein)	Homo sapiens (Human)	915	SAFB	
Q15427	SF3B4_HUMAN	reviewed	Splicing factor 3B subunit 4 (Pre-mRNA-splicing factor SF3b 49 kDa subunit) (Spliceosome-associated protein 49) (SAP 49)	Homo sapiens (Human)	424	SF3B4	
Q15428	SF3A2_HUMAN	reviewed	Splicing factor 3A subunit 2 (SF3a66) (Spliceosome-associated protein 62) (SAP 62)	Homo sapiens (Human)	464	SF3A2	
Q15434	RBMS2_HUMAN	reviewed	RNA-binding motif, single-stranded-interacting protein 2 (Suppressor of CDC2 with RNA-binding motif 3)	Homo sapiens (Human)	407	RBMS2	
Q15436	SC23A_HUMAN	reviewed	Protein transport protein Sec23A (hSec23A) (SEC23-related protein A)	Homo sapiens (Human)	765	SEC23A	
Q15437	SC23B_HUMAN	reviewed	Protein transport protein Sec23B (hSec23B) (SEC23-related protein B)	Homo sapiens (Human)	767	SEC23B	
Q15459	SF3A1_HUMAN	reviewed	Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114)	Homo sapiens (Human)	793	SF3A1	
Q15477	SKIV2_HUMAN	reviewed	Helicase SKI2W (Ski2) (EC 3.6.4.-) (Helicase-like protein) (HLP)	Homo sapiens (Human)	1246	SKIV2L	
Q15599	NHRF2_HUMAN	reviewed	Na(+)/H(+) exchange regulatory cofactor NHE-RF2 (NHERF-2) (NHE3 kinase A regulatory protein E3KARP) (SRY-interacting protein 1) (SIP-1) (Sodium-hydrogen exchanger regulatory factor 2) (Solute carrier family 9 isoform A3 regulatory factor 2) (Tyrosine kinase activator protein 1) (TKA-1)	Homo sapiens (Human)	337	SLC9A3R2	
Q15631	TSN_HUMAN	reviewed	Translin (EC 3.1.-.-) (Component 3 of promoter of RISC) (C3PO)	Homo sapiens (Human)	228	TSN	
Q15637	SF01_HUMAN	reviewed	Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	Homo sapiens (Human)	639	SF1	
Q15643	TRIPB_HUMAN	reviewed	Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230)	Homo sapiens (Human)	1979	TRIP11	
Q15648	MED1_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 1 (Activator-recruited cofactor 205 kDa component) (ARC205) (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2) (Vitamin D receptor-interacting protein complex component DRIP205) (p53 regulatory protein RB18A)	Homo sapiens (Human)	1581	MED1	
Q15654	TRIP6_HUMAN	reviewed	Thyroid receptor-interacting protein 6 (TR-interacting protein 6) (TRIP-6) (Opa-interacting protein 1) (OIP-1) (Zyxin-related protein 1) (ZRP-1)	Homo sapiens (Human)	476	TRIP6	
Q15678	PTN14_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 14 (EC 3.1.3.48) (Protein-tyrosine phosphatase pez)	Homo sapiens (Human)	1187	PTPN14	
Q15691	MARE1_HUMAN	reviewed	Microtubule-associated protein RP/EB family member 1 (APC-binding protein EB1) (End-binding protein 1) (EB1)	Homo sapiens (Human)	268	MAPRE1	
Q15717	ELAV1_HUMAN	reviewed	ELAV-like protein 1 (Hu-antigen R) (HuR)	Homo sapiens (Human)	326	ELAVL1	
Q15751	HERC1_HUMAN	reviewed	Probable E3 ubiquitin-protein ligase HERC1 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 1) (HECT-type E3 ubiquitin transferase HERC1) (p532) (p619)	Homo sapiens (Human)	4861	HERC1	
Q15758	AAAT_HUMAN	reviewed	Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5)	Homo sapiens (Human)	541	SLC1A5	CARBOHYD 163 163 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 212 212 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19349973}.
Q15904	VAS1_HUMAN	reviewed	V-type proton ATPase subunit S1 (V-ATPase subunit S1) (Protein XAP-3) (V-ATPase Ac45 subunit) (V-ATPase S1 accessory protein) (Vacuolar proton pump subunit S1)	Homo sapiens (Human)	470	ATP6AP1	CARBOHYD 170 170 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 261 261 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 273 273 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 296 296 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 303 303 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 350 350 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 357 357 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q15907	RB11B_HUMAN	reviewed	Ras-related protein Rab-11B (GTP-binding protein YPT3)	Homo sapiens (Human)	218	RAB11B	
Q15942	ZYX_HUMAN	reviewed	Zyxin (Zyxin-2)	Homo sapiens (Human)	572	ZYX	
Q16181	SEPT7_HUMAN	reviewed	Septin-7 (CDC10 protein homolog)	Homo sapiens (Human)	437	SEPT7	
Q16531	DDB1_HUMAN	reviewed	DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe)	Homo sapiens (Human)	1140	DDB1	
Q16543	CDC37_HUMAN	reviewed	Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]	Homo sapiens (Human)	378	CDC37	
Q16555	DPYL2_HUMAN	reviewed	Dihydropyrimidinase-related protein 2 (DRP-2) (Collapsin response mediator protein 2) (CRMP-2) (N2A3) (Unc-33-like phosphoprotein 2) (ULIP-2)	Homo sapiens (Human)	572	DPYSL2	
Q16563	SYPL1_HUMAN	reviewed	Synaptophysin-like protein 1 (Pantophysin)	Homo sapiens (Human)	259	SYPL1	CARBOHYD 71 71 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 212 212 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q16576	RBBP7_HUMAN	reviewed	Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46)	Homo sapiens (Human)	425	RBBP7	
Q16625	OCLN_HUMAN	reviewed	Occludin	Homo sapiens (Human)	522	OCLN	
Q16629	SRSF7_HUMAN	reviewed	Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)	Homo sapiens (Human)	238	SRSF7	
Q16630	CPSF6_HUMAN	reviewed	Cleavage and polyadenylation specificity factor subunit 6 (Cleavage and polyadenylation specificity factor 68 kDa subunit) (CPSF 68 kDa subunit) (Cleavage factor Im complex 68 kDa subunit) (CFIm68) (Pre-mRNA cleavage factor Im 68 kDa subunit) (Protein HPBRII-4/7)	Homo sapiens (Human)	551	CPSF6	
Q16637	SMN_HUMAN	reviewed	Survival motor neuron protein (Component of gems 1) (Gemin-1)	Homo sapiens (Human)	294	SMN1; SMN2	
Q16643	DREB_HUMAN	reviewed	Drebrin (Developmentally-regulated brain protein)	Homo sapiens (Human)	649	DBN1	
Q16658	FSCN1_HUMAN	reviewed	Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55)	Homo sapiens (Human)	493	FSCN1	
Q16666	IF16_HUMAN	reviewed	Gamma-interferon-inducible protein 16 (Ifi-16) (Interferon-inducible myeloid differentiation transcriptional activator)	Homo sapiens (Human)	785	IFI16	
Q16698	DECR_HUMAN	reviewed	2,4-dienoyl-CoA reductase, mitochondrial (EC 1.3.1.34) (2,4-dienoyl-CoA reductase [NADPH]) (4-enoyl-CoA reductase [NADPH]) (Short chain dehydrogenase/reductase family 18C member 1)	Homo sapiens (Human)	335	DECR1	
Q16706	MA2A1_HUMAN	reviewed	Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)	Homo sapiens (Human)	1144	MAN2A1	CARBOHYD 78 78 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:16335952}.; CARBOHYD 93 93 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1125 1125 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:16335952}.
Q16762	THTR_HUMAN	reviewed	Thiosulfate sulfurtransferase (EC 2.8.1.1) (Rhodanese)	Homo sapiens (Human)	297	TST	CARBOHYD 35 35 O-linked (GlcNAc) serine. {ECO:0000250}.
Q16822	PCKGM_HUMAN	reviewed	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)	Homo sapiens (Human)	640	PCK2	
Q16851	UGPA_HUMAN	reviewed	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	Homo sapiens (Human)	508	UGP2	
Q16881	TRXR1_HUMAN	reviewed	Thioredoxin reductase 1, cytoplasmic (TR) (EC 1.8.1.9) (Gene associated with retinoic and interferon-induced mortality 12 protein) (GRIM-12) (Gene associated with retinoic and IFN-induced mortality 12 protein) (KM-102-derived reductase-like factor) (Thioredoxin reductase TR1)	Homo sapiens (Human)	649	TXNRD1	
Q16891	MIC60_HUMAN	reviewed	MICOS complex subunit MIC60 (Cell proliferation-inducing gene 4/52 protein) (Mitochondrial inner membrane protein) (Mitofilin) (p87/89)	Homo sapiens (Human)	758	IMMT	
Q1KMD3	HNRL2_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein U-like protein 2 (Scaffold-attachment factor A2) (SAF-A2)	Homo sapiens (Human)	747	HNRNPUL2	
Q27J81	INF2_HUMAN	reviewed	Inverted formin-2 (HBEBP2-binding protein C)	Homo sapiens (Human)	1249	INF2	
Q29RF7	PDS5A_HUMAN	reviewed	Sister chromatid cohesion protein PDS5 homolog A (Cell proliferation-inducing gene 54 protein) (Sister chromatid cohesion protein 112) (SCC-112)	Homo sapiens (Human)	1337	PDS5A	
Q2KJ93	CDC42_BOVIN	reviewed	Cell division control protein 42 homolog	Bos taurus (Bovine)	191	CDC42	
Q2M1P5	KIF7_HUMAN	reviewed	Kinesin-like protein KIF7	Homo sapiens (Human)	1343	KIF7	
Q2M1Z3	RHG31_HUMAN	reviewed	Rho GTPase-activating protein 31 (Cdc42 GTPase-activating protein)	Homo sapiens (Human)	1444	ARHGAP31	
Q2M2I8	AAK1_HUMAN	reviewed	AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1)	Homo sapiens (Human)	961	AAK1	
Q2NL82	TSR1_HUMAN	reviewed	Pre-rRNA-processing protein TSR1 homolog	Homo sapiens (Human)	804	TSR1	
Q2TAY7	SMU1_HUMAN	reviewed	WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]	Homo sapiens (Human)	513	SMU1	
Q32MZ4	LRRF1_HUMAN	reviewed	Leucine-rich repeat flightless-interacting protein 1 (LRR FLII-interacting protein 1) (GC-binding factor 2) (TAR RNA-interacting protein)	Homo sapiens (Human)	808	LRRFIP1	
Q32P28	P3H1_HUMAN	reviewed	Prolyl 3-hydroxylase 1 (EC 1.14.11.7) (Growth suppressor 1) (Leucine- and proline-enriched proteoglycan 1) (Leprecan-1)	Homo sapiens (Human)	736	P3H1	CARBOHYD 316 316 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 467 467 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 540 540 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.
Q32P44	EMAL3_HUMAN	reviewed	Echinoderm microtubule-associated protein-like 3 (EMAP-3)	Homo sapiens (Human)	896	EML3	
Q3KQU3	MA7D1_HUMAN	reviewed	MAP7 domain-containing protein 1 (Arginine/proline-rich coiled-coil domain-containing protein 1) (Proline/arginine-rich coiled-coil domain-containing protein 1)	Homo sapiens (Human)	841	MAP7D1	
Q3T906	GNPTA_HUMAN	reviewed	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta (EC 2.7.8.17) (GlcNAc-1-phosphotransferase subunits alpha/beta) (Stealth protein GNPTAB) (UDP-N-acetylglucosamine-1-phosphotransferase subunits alpha/beta) [Cleaved into: N-acetylglucosamine-1-phosphotransferase subunit alpha; N-acetylglucosamine-1-phosphotransferase subunit beta]	Homo sapiens (Human)	1256	GNPTAB	CARBOHYD 83 83 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 114 114 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 148 148 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 179 179 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 250 250 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 614 614 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 699 699 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 729 729 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 829 829 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1009 1009 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1129 1129 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q3V6T2	GRDN_HUMAN	reviewed	Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1)	Homo sapiens (Human)	1871	CCDC88A	
Q3ZCQ8	TIM50_HUMAN	reviewed	Mitochondrial import inner membrane translocase subunit TIM50	Homo sapiens (Human)	353	TIMM50	
Q460N5	PAR14_HUMAN	reviewed	Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14)	Homo sapiens (Human)	1801	PARP14	
Q4G0F5	VP26B_HUMAN	reviewed	Vacuolar protein sorting-associated protein 26B (Vesicle protein sorting 26B)	Homo sapiens (Human)	336	VPS26B	
Q4G0J3	LARP7_HUMAN	reviewed	La-related protein 7 (La ribonucleoprotein domain family member 7) (P-TEFb-interaction protein for 7SK stability) (PIP7S)	Homo sapiens (Human)	582	LARP7	
Q4KMP7	TB10B_HUMAN	reviewed	TBC1 domain family member 10B (Rab27A-GAP-beta)	Homo sapiens (Human)	808	TBC1D10B	
Q4KMQ2	ANO6_HUMAN	reviewed	Anoctamin-6 (Small-conductance calcium-activated nonselective cation channel) (SCAN channel) (Transmembrane protein 16F)	Homo sapiens (Human)	910	ANO6	CARBOHYD 329 329 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 361 361 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 493 493 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 777 777 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 790 790 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 802 802 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q4V328	GRAP1_HUMAN	reviewed	GRIP1-associated protein 1 (GRASP-1) [Cleaved into: GRASP-1 C-terminal chain (30kDa C-terminus form)]	Homo sapiens (Human)	841	GRIPAP1	
Q4VCS5	AMOT_HUMAN	reviewed	Angiomotin	Homo sapiens (Human)	1084	AMOT	
Q52LW3	RHG29_HUMAN	reviewed	Rho GTPase-activating protein 29 (PTPL1-associated RhoGAP protein 1) (Rho-type GTPase-activating protein 29)	Homo sapiens (Human)	1261	ARHGAP29	
Q53EL6	PDCD4_HUMAN	reviewed	Programmed cell death protein 4 (Neoplastic transformation inhibitor protein) (Nuclear antigen H731-like) (Protein 197/15a)	Homo sapiens (Human)	469	PDCD4	
Q53EP0	FND3B_HUMAN	reviewed	Fibronectin type III domain-containing protein 3B (Factor for adipocyte differentiation 104) (HCV NS5A-binding protein 37)	Homo sapiens (Human)	1204	FNDC3B	
Q53FA7	QORX_HUMAN	reviewed	Quinone oxidoreductase PIG3 (EC 1.-.-.-) (Tumor protein p53-inducible protein 3) (p53-induced gene 3 protein)	Homo sapiens (Human)	332	TP53I3	
Q53GG5	PDLI3_HUMAN	reviewed	PDZ and LIM domain protein 3 (Actinin-associated LIM protein) (Alpha-actinin-2-associated LIM protein)	Homo sapiens (Human)	364	PDLIM3	
Q562E7	WDR81_HUMAN	reviewed	WD repeat-containing protein 81	Homo sapiens (Human)	1941	WDR81	
Q562R1	ACTBL_HUMAN	reviewed	Beta-actin-like protein 2 (Kappa-actin)	Homo sapiens (Human)	376	ACTBL2	
Q56VL3	OCAD2_HUMAN	reviewed	OCIA domain-containing protein 2 (Ovarian carcinoma immunoreactive antigen-like protein)	Homo sapiens (Human)	154	OCIAD2	
Q58EX2	SDK2_HUMAN	reviewed	Protein sidekick-2	Homo sapiens (Human)	2172	SDK2	CARBOHYD 193 193 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 609 609 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 743 743 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 936 936 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 948 948 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1102 1102 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1670 1670 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q5BJF6	ODFP2_HUMAN	reviewed	Outer dense fiber protein 2 (Cenexin) (Outer dense fiber of sperm tails protein 2)	Homo sapiens (Human)	829	ODF2	
Q5BKY9	F133B_HUMAN	reviewed	Protein FAM133B	Homo sapiens (Human)	247	FAM133B	
Q5BKZ1	ZN326_HUMAN	reviewed	DBIRD complex subunit ZNF326 (Zinc finger protein 326) (Zinc finger protein interacting with mRNPs and DBC1)	Homo sapiens (Human)	582	ZNF326	
Q5C9Z4	NOM1_HUMAN	reviewed	Nucleolar MIF4G domain-containing protein 1 (SGD1 homolog)	Homo sapiens (Human)	860	NOM1	
Q5D862	FILA2_HUMAN	reviewed	Filaggrin-2 (FLG-2) (Intermediate filament-associated and psoriasis-susceptibility protein) (Ifapsoriasin)	Homo sapiens (Human)	2391	FLG2	
Q5GLZ8	HERC4_HUMAN	reviewed	Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4)	Homo sapiens (Human)	1057	HERC4	
Q5H9R7	PP6R3_HUMAN	reviewed	Serine/threonine-protein phosphatase 6 regulatory subunit 3 (SAPS domain family member 3) (Sporulation-induced transcript 4-associated protein SAPL)	Homo sapiens (Human)	873	PPP6R3	
Q5JPH6	SYEM_HUMAN	reviewed	Probable glutamate--tRNA ligase, mitochondrial (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	Homo sapiens (Human)	523	EARS2	
Q5JRA6	TGO1_HUMAN	reviewed	Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3)	Homo sapiens (Human)	1907	MIA3	CARBOHYD 246 246 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 589 589 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.
Q5JRX3	PREP_HUMAN	reviewed	Presequence protease, mitochondrial (hPreP) (EC 3.4.24.-) (Pitrilysin metalloproteinase 1) (Metalloprotease 1) (hMP1)	Homo sapiens (Human)	1037	PITRM1	
Q5JSZ5	PRC2B_HUMAN	reviewed	Protein PRRC2B (HLA-B-associated transcript 2-like 1) (Proline-rich coiled-coil protein 2B)	Homo sapiens (Human)	2229	PRRC2B	
Q5JTC6	AMER1_HUMAN	reviewed	APC membrane recruitment protein 1 (Amer1) (Protein FAM123B) (Wilms tumor gene on the X chromosome protein)	Homo sapiens (Human)	1135	AMER1	
Q5JTD0	TJAP1_HUMAN	reviewed	Tight junction-associated protein 1 (Protein incorporated later into tight junctions) (Tight junction protein 4)	Homo sapiens (Human)	557	TJAP1	
Q5JTH9	RRP12_HUMAN	reviewed	RRP12-like protein	Homo sapiens (Human)	1297	RRP12	
Q5JTV8	TOIP1_HUMAN	reviewed	Torsin-1A-interacting protein 1 (Lamin-associated protein 1B) (LAP1B)	Homo sapiens (Human)	583	TOR1AIP1	CARBOHYD 399 399 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.
Q5JTZ9	SYAM_HUMAN	reviewed	Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	Homo sapiens (Human)	985	AARS2	
Q5KU26	COL12_HUMAN	reviewed	Collectin-12 (Collectin placenta protein 1) (CL-P1) (hCL-P1) (Nurse cell scavenger receptor 2) (Scavenger receptor class A member 4) (Scavenger receptor with C-type lectin)	Homo sapiens (Human)	742	COLEC12	CARBOHYD 67 67 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 159 159 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 168 168 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 271 271 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q5M775	CYTSB_HUMAN	reviewed	Cytospin-B (Nuclear structure protein 5) (NSP5) (Sperm antigen HCMOGT-1) (Sperm antigen with calponin homology and coiled-coil domains 1)	Homo sapiens (Human)	1068	SPECC1	
Q5M7Z0	RNFT1_HUMAN	reviewed	E3 ubiquitin-protein ligase RNFT1 (EC 2.3.2.27) (Protein PTD016) (RING finger and transmembrane domain-containing protein 1)	Homo sapiens (Human)	435	RNFT1	
Q5QJE6	TDIF2_HUMAN	reviewed	Deoxynucleotidyltransferase terminal-interacting protein 2 (Estrogen receptor-binding protein) (LPTS-interacting protein 2) (LPTS-RP2) (Terminal deoxynucleotidyltransferase-interacting factor 2) (TdIF2) (TdT-interacting factor 2)	Homo sapiens (Human)	756	DNTTIP2	
Q5R3F8	PPR29_HUMAN	reviewed	Protein phosphatase 1 regulatory subunit 29 (Extracellular leucine-rich repeat and fibronectin type III domain-containing protein 2) (Leucine-rich repeat and fibronectin type-III domain-containing protein 6) (Leucine-rich repeat-containing protein 62)	Homo sapiens (Human)	820	ELFN2	CARBOHYD 54 54 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 80 80 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 85 85 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 117 117 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 205 205 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 247 247 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
